nl,sql,predicted_ambiguity
"
    What were the districts where incumbents were first elected between 1930 and 1936 and their election results?
    ","SELECT `District`, `First elected`, `Result` 
     FROM table_1_1342315_4 
     WHERE `First elected` BETWEEN STRFTIME('%Y', '1930-01-01') AND STRFTIME('%Y', '1936-12-31');",0.7066053152084351
"
Which districts had incumbents re-elected prior to or including 1934?
","SELECT `District`, `Incumbent`, `Party`, `First elected`, `Result`, `Candidates` FROM `table_1_1342315_42` WHERE `Result` LIKE '%re-elected%' AND `First elected` <= 1934;",0.17294737696647644
"
What were the results for each district, classified as re-elections or renomination losses?","SELECT `District`, `Incumbent`, `Party`, `First elected`, 
       CASE 
           WHEN `Result` LIKE '%re-election%' THEN 'Re-election'
           WHEN `Result` LIKE '%lost renom%' THEN 'Renomination loss'
       END AS `Result_Type`
FROM `table_1_1342331_3`;",4.445178985595703
"
What is the latest year each district was first elected?
","SELECT `District`, MAX(`First elected`) AS `LatestElection`
FROM `table_1_1342331_43`
GROUP BY `District`;",0.058437492698431015
"
    How many districts saw incumbents re-elected in the 1934 United States House of Representatives elections?
    ","SELECT `District`, `Incumbent`, `Party`, `First elected`, `Result`, 
           CASE 
               WHEN `Result` LIKE '%re-elected%' THEN 'Elected'
               ELSE 'Not Elected'
           END AS Election_Status,
           COUNT(*) AS Number_Elected
    FROM (
        SELECT `District`, `Incumbent`, `Party`, `First elected`, `Result`
        FROM `table_1_1342331_6`
        WHERE `Result` LIKE '%re-elected%'
            OR `Result` LIKE '%retired%'
            OR `Result` LIKE '%gained%'
    ) AS Elected_Results
    GROUP BY `District`, `Incumbent`, `Party`, `First elected`, `Result`
    ORDER BY `Number_Elected` DESC;",9.32618522644043
: How many years,"SELECT `District`, `Incumbent`, `Party`, `First elected`, 
           CASE 
               WHEN `Result` LIKE '%Re-elected%' THEN 'Re-election'
               ELSE 'Retirement'
           END AS Election_Type,
           MAX(`First elected`) OVER (PARTITION BY `District`) - `First elected` AS Duration_Since_First_Election
    FROM `table_1_1342359_15`
    WHERE `Result` LIKE '%Re-elected%' OR `Result` LIKE '%Retired%'
    GROUP BY `District`, `Incumbent`, `Party`, `First elected`, `Result`
    ORDER BY `Duration_Since_First_Election` DESC;",6.788013458251953
"
What districts and incumbents were re-elected based on their first election year?
","SELECT `District`, `Incumbent`, `First elected`, `Result`, `Candidates`
FROM `table_1_1342359_41`
WHERE `Result` LIKE '%Re-elected%'
ORDER BY `First elected` DESC;",0.08445818722248077
nan,"SELECT `District`, `Incumbent` AS `Incumbent`, `Party`, `First elected`, `Result`, `Candidates`
FROM `table_1_1342370_10`
WHERE `First elected` = (
    SELECT MIN(`First elected`) 
    FROM `table_1_1342370_10`
);",2.373246908187866
"
What are the incumbent, party, first elected year, election type, and years in office for each district?","SELECT `District`, `Incumbent`, `Party`, `First elected`, 
       CASE 
           WHEN `Result` LIKE '%Re-elected%' THEN 'Re-election'
           ELSE 'Not Re-election'
       END AS Election_Type,
       `First elected` - strftime('%Y', 'now') AS Years_in_office
FROM `table_1_1342370_12`
ORDER BY Years_in_office DESC;",0.5886292457580566
"
Which districts saw incumbents successfully re-elected in the 1928 U.S. House of Representatives elections?","SELECT `District`, `Incumbent`, `Party`, `First elected`, 
       CASE 
           WHEN `Result` = 'Re-elected' THEN 'Success'
           ELSE 'Failed'
       END AS `Outcome`
FROM `table_1_1342370_17`
WHERE `District` IN (
    SELECT `District`
    FROM `table_1_1342370_17`
)",0.6183017492294312
"
What were the outcomes of the elections for each district?
","SELECT `District`, `Incumbent`, `Party`, `First elected`, 
       CASE 
           WHEN (`Result` = 'Re-elected') THEN 'Elected'
           ELSE 'Not Elected'
       END AS `Outcome`
FROM `table_1_1342370_42`;",0.08245739340782166
"
    What were the results for each district's election in 1924 categorized as Renomination Loss, Democratic Hold, or Other Result?
    ","SELECT `District`, `Incumbent`, `Party`, `First elected`, 
           CASE 
               WHEN `Result` LIKE '%Lost renomination%' THEN 'Renomination Loss'
               WHEN `Result` LIKE '%Democratic hold%' THEN 'Democratic Hold'
               ELSE 'Other Result'
           END AS `Result_Type`
    FROM `table_1_1342393_10`
    ORDER BY `District`;",5.891434192657471
"
What is the average time in office for incumbents elected before 1920?
","SELECT 
    `District`,
    AVG(JULIANDAY(`First elected`) - JULIANDAY(`First elected`)) AS `Average Time in Office`
FROM 
    `table_1_1342426_5`",0.08540232479572296
"
What are the titles, directors, writers, original air dates, production codes, and U.S. viewers for each episode?","SELECT T1.`Title`, T1.`Directed by`, T1.`Written by`, T1.`Original air date`, T1.`Production code`, T1.`U.S. viewers (millions)`
FROM table_1_13426649_1 AS T1;",0.07180054485797882
" '''

    ```What are the founding years, locations, affiliations, mascots, divisions, and names of schools listed in the table?```","SELECT `School`, `Location`, `Founded`, `Affiliation`, `Mascot`, `Division`
FROM `table_1_13456202_1`",0.4893920123577118
" '''

    ```What were the results of the United States House of Representatives elections in 1918 for each district?```","SELECT `District`,
       `Incumbent`,
       `Party`,
       `First elected`,
       `Result`,
       `Candidates`
FROM `table_1_1346118_2`;",0.24103057384490967
"
     What are the names, cities, regions, number of floors, heights in meters, and heights in feet of the buildings listed in the table?
     ","SELECT `Name`, `City`, `Region`, `Floors`, `Height (m)`, `Height (ft)`
FROM `table_1_13463790_2`",0.035798486322164536
"
What is the most common radio format and how many stations use it?
","SELECT `Format`, COUNT(*) AS FrequencyCount
    FROM `table_1_134729_3`
    GROUP BY `Format`
    ORDER BY FrequencyCount DESC
    LIMIT 1;",0.030982937663793564
" LIMIT 1

    SQLite Query Parameters: {'LIMIT': 1, 'ORDER_BY': 'Medical DESC', 'WHERE': '`Serial & Branch` = 8'}
    """"""

    question = """"""
    What is the highest Medical qualification for an Honorary Sub Lieutenant?
    """"""
    return f""question: {question}""  # This will wrap the generated question as per the instruction


# Check function to verify the correctness of the generated question
def check_question(question):
    expected = ""What is the highest Medical qualification for an Honorary Sub Lieutenant?""
    assert question == expected, f""Expected question did not match. Got '{question}'""
    print(""Generated question matches the expected output."")

# Test the function with the provided data points
generated_question = generate_question()
print(generated_question)
check_question(generated_question)  # This call should pass without an assertion error if the generated question is correct.","SELECT `Medical` FROM `table_1_1348246_3`
     WHERE `Serial & Branch` = 8
     ORDER BY `Medical` DESC",6.058284282684326
"
    What is the average and maximum viewership for each season, sorted by average viewership in descending order?
    ","SELECT `Season`, AVG(`Viewers (in millions)`), MAX(`Viewers (in millions)`)
    FROM `table_1_1348989_2`
    GROUP BY `Season`
    ORDER BY AVG(`Viewers (in millions)`) DESC;",0.00964842364192009
"
How many horses placed in the top three (1st, 2nd, or 3rd) for each saddle cloth?
","SELECT T2.`Horse`, COUNT(*) AS `Number of Starters` 
    FROM table_1_13498403_1 AS T1 
    JOIN table_1_13498403_1 AS T2 ON T1.`Saddle cloth` = T2.`Saddle cloth` 
    WHERE T2.`Placing` = '1' OR T2.`Placing` = '2' OR T2.`Placing` = '3'
    GROUP BY T2.`Horse`
    ORDER BY `Number of Starters` DESC;",0.23062780499458313
"
Which race had the winning driver also lead the most laps?
","SELECT `Race`, MAX(CASE WHEN `Most laps led` = `Winning driver` THEN `Winning driver` ELSE NULL END) AS `WinningDriver`, 
       MAX(CASE WHEN `Most laps led` = `Winning team` THEN `Winning team` ELSE NULL END) AS `WinningTeam` 
FROM table_1_13512105_3 
GROUP BY `Race`;",0.6235418319702148
"
Which teams were the premiers, runners-up, and had which captains, coaches, and umpires for each season between 2001 and 2012?
","SELECT `Season`, `Premiers` AS `Premier Team`, `Runners Up` AS `Runner-Up Team`, `Score`, `Captain`, `Coach`, `Simpson Medal` AS `Medal Winner`, `Venue`, `attendance`, `Umpires`
FROM `table_1_13514348_7`
WHERE `Season` BETWEEN 2001 AND 2012
ORDER BY `Season` ASC;",3.2313671112060547
"
Which primary affiliations have the most stations with the earliest ownership dates?
","SELECT T1.`City of license /Market`, T1.`Primary affiliation`, COUNT(*) AS StationCount
FROM `table_1_1353096_1` AS T1
JOIN (
    SELECT `Primary affiliation`, MIN(`Owned since`) AS MinOwnedSince
    FROM `table_1_1353096_1`
    GROUP BY `Primary affiliation`
) AS T2
ON T1.`Primary affiliation` = T2.`Primary affiliation` AND T1.`Owned since` = T2.MinOwnedSince
GROUP BY T1.`Primary affiliation`
ORDER BY T1.`Primary affiliation`;",5.689890384674072
"
    Which stations were owned by companies between 1995 and 2008?
    ","SELECT `City of license/Market`, `Station`, `Channel TV ( DT )`
    FROM `table_1_1353096_2`
    WHERE `Years owned` LIKE '%1995%' OR `Years owned` LIKE '%2008%'
    ORDER BY `City of license/Market`;",0.6108400821685791
"
What are the average 100+ scores, maximum 140+ scores, and minimum 3-dart averages for each player?
","SELECT 
    `Player`,
    AVG(`100+`) AS Avg_100Plus,
    MAX(`140+`) AS Max_140Plus,
    MIN(`3-dart Average`) AS Min_3dartAverage
FROM 
    `table_1_13535824_2`
GROUP BY 
    `Player`
ORDER BY 
    `Min_3dartAverage` ASC;",0.04620194062590599
"
What is the average total score for the top three ranked couples?
","SELECT `Couple`, AVG(`Total`) AS `Average Score` FROM `table_1_1354805_6` WHERE `Rank by average` IN (1, 2, 3) GROUP BY `Couple`;",0.07105064392089844
"
    Which programmes returned first after 1999, had the earliest return date after 2000, and the latest return date after 2005?
    ","SELECT 
        `Programme`, 
        MAX(CASE WHEN `Date(s) of original removal` LIKE '%1999%' THEN `Date(s) of return` END) AS `FirstReturnAfter1999`,
        MIN(CASE WHEN `Date(s) of original removal` LIKE '%2000%' THEN `Date(s) of return` END) AS `EarliestReturnAfter2000`,
        MAX(CASE WHEN `Date(s) of original removal` LIKE '%2005%' THEN `Date(s) of return` END) AS `LatestReturnAfter2005`
    FROM 
        `table_1_13549921_18`
    GROUP BY 
        `Programme`;",8.792062759399414
"
    What were the winners for the years 2012, 2011, 2010, 2009, 2008, and 2007 in Men's singles, Women's singles, Men's doubles, Women's doubles, and Mixed doubles?
    ","SELECT `Year`, `Mens singles`, `Womens singles`
FROM `table_1_13553701_1`
WHERE `Year` IN (
    SELECT `Year`
    FROM `table_1_13553701_1`
)",0.4883590042591095
"
    What were the results on November 13 and later where the team's record was 3-4 or better?
    ","SELECT `Date`, `Team`, `Score`, `High points`, `High rebounds`, `High assists`
    FROM `table_1_13557843_3`
    WHERE `Record` LIKE '3-%' AND `Date` >= 'November 13'
    ORDER BY `Date` ASC;",0.04708731546998024
"
    Which games were played as away teams along with their dates and scores?
    ","SELECT T1.`Game`, T1.`Date`, T1.`Team` AS `Home Team`, T2.`Team` AS `Away Team`, T1.`Score`, T1.`High points`, T1.`High rebounds`, T1.`High assists`, T1.`Location Attendance`, T1.`Record`
    FROM `table_1_13557843_5` AS T1
    LEFT JOIN `table_1_13557843_5` AS T2 ON T1.`Game` = T2.`Game` AND T1.`Team`!= T2.`Team`;",6.582397937774658
"
    Which club had the highest points total at the end of the season?
    ","SELECT `Club`, `Played`, `Won`, `Drawn`, `Lost`, `Points for`, `Points against`, `Tries for`, `Tries against`, `Try bonus`, `Losing bonus`, `Points`
    FROM table_1_13564637_4
    ORDER BY `Points` DESC
    LIMIT 1;",4.893761157989502
"
    What is the total number of games played, won, drawn, lost, points scored for, points conceded against, tries scored for, tries conceded against, try bonuses, losing bonuses, and standard points for each club?
    ","SELECT `Club`, SUM(`Played`) AS Total_Played, SUM(`Won`) AS Total_Won, SUM(`Drawn`) AS Total_Drawn, SUM(`Lost`) AS Total_Lost, SUM(`Points for`) AS Total_Points_for, SUM(`Points against`) AS Total_Points_against, SUM(`Tries for`) AS Total_Tries_for, SUM(`Tries against`) AS Total_Tries_against, SUM(`Try bonus`) AS Total_Try_bonus, SUM(`Losing bonus`) AS Total_Losing_bonus, SUM(`Points`) AS Total_Standard_Points 
    FROM `table_1_13564702_3` 
    GROUP BY `Club`;",7.330071449279785
"
What are the autonomous communities with the highest combined renewable production and their corresponding percentages of total electricity demand?
","SELECT `Autonomous Community`, (`Hydroelectric power` + `Wind power` + `Solar power` + `Biomass power` + `Solid waste power`) AS Renewable_Production, (`Total Renewable Generation` / `Total Electricity Demand`) * 100 AS Renewable_Percentage
FROM table_1_13566548_1
GROUP BY `Autonomous Community`
ORDER BY Renewable_Percentage DESC;",0.18283918499946594
"
    What is the total number of distributions with mandatory access control and their average software executable space protection status?
    ","SELECT `Distribution`, COUNT(`Mandatory access control`) AS `Mandatory_Count`, SUM(CASE WHEN `grsecurity` = 'Yes' THEN 1 ELSE 0 END) AS `Grsecurity_Yes`, AVG(CASE WHEN `Software executable space protection` IN ('PaX', 'Exec Shield') THEN 1 ELSE 0 END) AS `Protection_Avg`
    FROM `table_1_1357052_6`
    GROUP BY `Distribution`
    ORDER BY `Mandatory_Count` DESC;",0.8181682229042053
"```What season had the highest percentage of front row starts?```

    Explanation:
    - The query is looking for the season with the highest percentage of times a driver started on the front row.
    - It finds this by first determining the season with the highest overall percentage of front row starts.
    - Then, it identifies the driver who achieved the maximum front row starts in that season.
    - The question focuses on the season with the highest percentage, which directly addresses the purpose of the provided query without including unnecessary details. ```What season had the highest percentage of front row starts?```","SELECT `Season`, `Driver`, (`Front row starts` * 100 / `Entries`) AS `Percentage`
    FROM `table_1_13599687_37`
    WHERE `Front row starts` = (
        SELECT MAX(`Front row starts`)
        FROM `table_1_13599687_37`
        WHERE `Season` = (
            SELECT `Season`
            FROM `table_1_13599687_37`
            ORDER BY `Percentage` DESC
            LIMIT 1
        )
    );",7.085010528564453
 What are the drivers' percentage of podium finishes in descending order?,"SELECT `Driver`, (`Podiums` / `Entries`) * 100 AS `Percentage`
    FROM `table_1_13599687_46`
    WHERE `Entries` > 0
    ORDER BY `Percentage` DESC;",0.07226045429706573
"
What are the drivers along with their percentage of second-place finishes?
","SELECT `Driver`, (`2nd places` * 100 / SUM(`2nd places`)) AS `Percentage` FROM `table_1_13599687_52` GROUP BY `Driver` ORDER BY `Percentage` DESC;",0.03095332160592079
"
    What is the percentage of total third place finishes each driver has achieved?
    ","SELECT `Driver`, (`3rd places` / SUM(`3rd places`) OVER ()) * 100 AS `Percentage` FROM `table_1_13599687_53` GROUP BY `Driver`",0.030912969261407852
"
What are the total votes for Bush in each parish ordered by their percentage?
","SELECT `Parish`, `Bush#`, `Kerry#`, `Others#`, `Total#`
    FROM `table_1_13608101_1`
    WHERE `Bush%` IN ('63.75%', '56.33%', '71.30%', '65.89%', '67.49%', '73.97%', '54.79%', '61.49%', '59.23%', '76.77%', '54.59%', '61.53%', '57.63%', '54.57%', '64.20%', '50.12%', '70.59%', '70.07%', '65.68%', '61.80%', '64.97%', '62.14%', '53.73%', '74.27%')
    ORDER BY `Bush%` DESC;",8.221515655517578
":
What were the fastest race times for races won or second place?
","SELECT `Result`, MAX(`Time`) AS `Fastest Race Time`
FROM table_1_1360997_3
GROUP BY `Result`
HAVING `Result` IN ('Won', '2nd')
ORDER BY `Fastest Race Time` ASC;",0.04681001231074333
"
    Which teams did the Phoenix Suns play against the most times during their 1992-93 season?
    ","SELECT `Team`, COUNT(*) AS Game_Count
    FROM `table_1_13619027_10`
    GROUP BY `Team`
    ORDER BY Game_Count DESC;",0.10197219252586365
":What were the games played between March 13 and March 29, 1997, along with their scores, high scorers, and other relevant statistics?","SELECT `Game`, `Date`, `Team`, `Score`, `High points`, `High rebounds`, `High assists`
    FROM (
        SELECT `Game`, `Date`, `Team`, `Score`, `High points`, `High rebounds`, `High assists`
        FROM `table_1_13619053_8`
        WHERE `Game` IN (62, 63, 64, 65, 66, 67, 68, 69, 70)
    ) AS RecentGames
    ORDER BY `Game` DESC;",7.380352973937988
" What are the dates, teams, and records for the first twelve games?","SELECT `Date`, `Team`, `Record`
    FROM `table_1_13619135_5`
    ORDER BY `Date` ASC
    LIMIT 12;",0.10323479771614075
"
    What are the regions, total populations, number of Catholics, their percentage of the total population, and their percentage of global Catholic population, sorted by the latter in descending order?
    ","SELECT `Region`, `Total Population`, `Catholic`, 
           (`Catholic` * 100 / `Total Population`) AS `Percentage of Total Population`, 
           (`Catholic` * 100 / (SELECT SUM(`Catholic`) FROM `table_1_1364343_2`)) AS `Percentage of Global Catholic Pop.` 
    FROM `table_1_1364343_2`
    ORDER BY `Percentage of Global Catholic Pop.` DESC;",3.815662384033203
"
    What country had the highest maximum monthly inflation rate?
    ","SELECT `Country`, MAX(`Highest monthly inflation rate`) AS `Max Inflation Rate`
    FROM `table_1_13681_2`
    GROUP BY `Country`
    ORDER BY `Max Inflation Rate` DESC
    LIMIT 1;",0.09878616034984589
"
     What were the Grand Final commentators and spokesperson for each year?
     ","SELECT `Year(s)`, `Grand Final Television Commentator`, `Grand Final Dual Television Commentator`, `Spokesperson`
FROM `table_1_1368649_9`;",0.14792433381080627
"
    What is the average attendance at each location for the games in the Lone Star series?
    ","SELECT 
    AVG(`Attendance`) AS `Average Attendance`,
    `Location` 
FROM 
    `table_1_13710464_1`
GROUP BY 
    `Location`;",0.04011208936572075
"
    What assets were acquired in December or January, along with their acquisition dates?
    ","SELECT `Asset Acquired`, `Acquired From`, `Date Announced`, `Date Completed`, `Reported Cost`
    FROM `table_1_1373542_1`
    WHERE `Date Announced` LIKE 'Dec%' OR `Date Announced` LIKE 'Jan%'
    ORDER BY STRFTIME('%Y', `Date Announced`) DESC;",3.38737416267395
" What is the club, played, won, drawn, lost, points for, points against, tries for, and points of the team with the highest total points?","SELECT `Club`, `Played`, `Won`, `Drawn`, `Lost`, `Points for`, `Points against`, `Tries for`, `Points`
    FROM table_1_13741576_6
    WHERE `Points` = (
        SELECT MAX(`Points`) 
        FROM table_1_13741576_6
    )",6.210709095001221
"
    What are the series number, season number, title, story writer, teleplay writer, director, and original air date for episodes with the same air date?","SELECT T1.`Series #`, T1.`Season #`, T1.`Title`, T1.`Story by`, T1.`Teleplay by`, T1.`Directed by`, T1.`Original air date`
    FROM `table_1_13755296_1` AS T1
    WHERE T1.`Original air date` IN (
        SELECT T2.`Original air date`
        FROM `table_1_13755296_1` AS T2
    )",8.176973342895508
"
    Which club had the highest number of points in the 2009/2010 WRU Division Four West season?
    ","SELECT `Club`, `Played`, `Won`, `Drawn`, `Lost`, `Points for`, `Points against`, `Tries for`, `Tries against`, `Try bonus`, `Losing bonus`, `Points`
    FROM table_1_13758945_1
    ORDER BY `Points` DESC
    LIMIT 1;",4.4168853759765625
"
    Which institutions meet the criteria of being public and having an enrollment between 1000 and 1400 students, sorted by their founding date in descending order?
    ","SELECT `Institution`, `Location`, `Founded`, `Affiliation`, `Enrollment`, `Nickname`
    FROM table_1_13759592_2
    WHERE `Affiliation` LIKE '%Public%' AND `Enrollment` BETWEEN 1000 AND 1400
    ORDER BY `Founded` DESC;",0.09707237780094147
"
What were the game logs, including the game number, date, opponent, score, high scorers, high rebounders, and high assisters when the team's record was 22-15 or better?
","SELECT `Game`, `Date`, `Team`, `Score`, `High points`, `High rebounds`, `High assists`
    FROM `table_1_13762472_5`
    WHERE `Record` LIKE '22-%'
    ORDER BY `Date` ASC;",0.08445854485034943
"
     What were the game number, date, and team for each game in the Miami Heat's 2005-06 season?
     ","SELECT T1.`Game` AS `Game`, T1.`Date` AS `Date`, T1.`Team` AS `Team` FROM `table_1_13762472_7` AS T1;",0.1674744337797165
"
    What picture coding types and chroma formats have more than one level with 4:2:0 or 4:2:2 chroma format?
    ","SELECT `Picture Coding Types`, `Chroma Format`, COUNT(*)
    FROM `table_1_1376890_2`
    WHERE `Abbr.` NOT IN ('SP', 'SNR', 'Spatial', '422')
    AND (`Chroma Format` = '4:2:0' OR `Chroma Format` = '4:2:2 or 4:2:0')
    GROUP BY `Picture Coding Types`, `Chroma Format`
    HAVING COUNT(*) > 1;",1.0475589036941528
"
    What countries are associated with X Factor and which judges and presenters do they have?
    ","SELECT 
        `Country/Region`, 
        `Judges`, 
        `Presenters`
    FROM 
        `table_1_13779832_1`",0.07158485054969788
"
What are the top 5 artists with the highest total points for songs that reached number one?
","SELECT `Artist`, SUM(`Points`) AS Total_Points
FROM `table_1_13789248_2`
WHERE `Highest position` = 1
GROUP BY `Artist`
ORDER BY Total_Points DESC
LIMIT 5;",0.03039998933672905
"
     What is the total number of films that were nominated","SELECT `Year (Ceremony)` AS `Year (Ceremony)`, COUNT(*) AS Total_Films FROM table_1_13834298_1",0.0
"
    What are the top-ranked airports and their percentage change in total passengers from 2008 to 2009?
    ","SELECT 
        `Rank`, 
        `Airport`, 
        (`Total Passengers 2009` - `Total Passengers 2008`) * 100 / `Total Passengers 2008` AS `Change Percentage 2008/09`
    FROM 
        `table_1_13836704_4`
    ORDER BY 
        `Change Percentage 2008/09` DESC;",0.09446205198764801
"
    What is the rank, airport, total passengers, international passengers, domestic passengers, transit passengers, aircraft movements, and freight (metric tonnes) for the busiest airport in 2009?
    ","SELECT 
        `Rank`, 
        `Airport`, 
        `Total Passengers`, 
        `International Passengers`, 
        `Domestic Passengers`, 
        `Transit Passengers`, 
        `Aircraft Movements`, 
        `Freight ( Metric Tonnes )`
    FROM 
        `table_1_13836704_6`
    ORDER BY 
        `Total Passengers` DESC
    LIMIT 1;",0.4680885970592499
"
What are the airport rankings, names, and total passenger numbers for the top 15 busiest airports in the UK in 2008?
","SELECT 
    `Rank`,
    `Airport`,
    `Total Passengers`,
    `% Change 2007/2008`,
    `International Passengers`,
    `Domestic Passengers`,
    `Transit Passengers`,
    `Aircraft Movements`,
    `Freight ( Metric Tonnes )`
FROM `table_1_13836704_7`;",0.5377428531646729
"
    What are the top airport rankings along with their maximum total passengers, average percentage change from 2006/2007, total international passengers, total domestic passengers, total transit passengers, total aircraft movements, and total freight (metric tonnes)?
     ","SELECT 
        `Rank`, 
        `Airport`, 
        MAX(`Total Passengers`) AS `Max Passengers`, 
        AVG(`% Change 2006/2007`) AS `Avg % Change`, 
        SUM(`International Passengers`) AS `Total International Passengers`, 
        SUM(`Domestic Passengers`) AS `Total Domestic Passengers`, 
        SUM(`Transit Passengers`) AS `Total Transit Passengers`, 
        SUM(`Aircraft Movements`) AS `Total Aircraft Movements`, 
        SUM(`Freight (Metric Tonnes)`) AS `Total Freight (Metric Tonnes)`
    FROM 
        `table_1_13836704_8`
    GROUP BY 
        `Rank`, 
        `Airport`
    ORDER BY 
        `Max Passengers` DESC;",7.554195404052734
"
    What is the rank, airport, and its corresponding maximum number of passengers, average percentage change from 2005/2006, total international passengers, total domestic passengers, total transit passengers, total aircraft movements, and total freight (metric tonnes) for the busiest airports?
    ","SELECT 
        `Rank`, 
        `Airport`, 
        MAX(`Total Passengers`) AS Max_Passengers, 
        AVG(`% Change 2005/2006`) AS Avg_Change, 
        SUM(`International Passengers`) AS Total_International, 
        SUM(`Domestic Passengers`) AS Total_Domestic, 
        SUM(`Transit Passengers`) AS Total_Transit, 
        SUM(`Aircraft Movements`) AS Total_Aircraft, 
        SUM(`Freight (Metric Tonnes)`) AS Total_Freight 
    FROM 
        `table_1_13836704_9` 
    GROUP BY 
        `Rank`, 
        `Airport` 
    ORDER BY 
        Max_Passengers DESC;",5.350741386413574
 ```What years did the mens singles winner compete?```,"SELECT `Year`, 
           `Mens singles` 
    FROM table_1_13857295_1",0.1121123731136322
"
    What were the winners for Men's singles, Women's singles, and Year between 1964 and 2010?
    ","SELECT `Year`, `Mens singles`, `Womens singles`
    FROM `table_1_13857501_1`
    WHERE `Year` BETWEEN 1964 AND 2010
    ORDER BY `Year` ASC;",0.14862877130508423
 question_tags,"SELECT `Year`, `Mens singles`, `Womens singles`
    FROM `table_1_13857700_1`
    WHERE `Mens singles` IN (
        SELECT `Mens singles`
        FROM `table_1_13857700_1`
        GROUP BY `Mens singles`
        HAVING COUNT(`Mens singles`) > 5
    )
    AND `Womens singles` IN (
        SELECT `Womens singles`
        FROM `table_1_13857700_1`
        GROUP BY `Womens singles`
        HAVING COUNT(`Womens singles`) > 5
    );",7.723212718963623
"
     What are the names of the islands with an area larger than 10,000 km² and a population exceeding 100,000?
     ","SELECT `Islands Name`, `Area (sqmi)`, `Area (km 2 )`, `Population (2000)` 
FROM `table_1_13897690_1` 
WHERE `Area (km 2 )` > 10000 AND `Population (2000)` > 100000;",0.008625615388154984
"```What representatives did each representative win against?```

This question is specific enough to be answered by the provided query, which filters out rows where a representative won against themselves and another representative. The answer to this query will give us the representatives who won against each other, as required by the SQL query's conditions. ```What representatives did each representative win against?```","SELECT `Representative 1`, `Representative 2`, `Representative 3`, `Representative 4`, `Representative 5`
    FROM `table_1_13939152_1` AS T1
    WHERE `Representative 1`!= `Representative 2`
    AND `Representative 1`!= `Representative 3`
    AND `Representative 1`!= `Representative 4`
    AND `Representative 1`!= `Representative 5`
    AND `Representative 2`!= `Representative 3`
    AND `Representative 2`!= `Representative 4`
    AND `Representative 2`!= `Representative 5`
    AND `Representative 3`!= `Representative 4`
    AND `Representative 3`!= `Representative 5`;",7.1022539138793945
"
    What are the clubs along with their total net points, average try difference, and maximum losing bonus?
    ","SELECT `Club`, SUM(`Points for` - `Points against`) AS NetPoints, AVG(`Tries for` - `Tries against`) AS AvgTriesDiff, MAX(`Losing bonus`) AS MaxLosingBonus
    FROM `table_1_13940275_5`
    GROUP BY `Club`
    ORDER BY NetPoints DESC;",0.052072007209062576
"
    What stations have notes indicating they are via or though another station, sorted by frequency in descending order?
    ","SELECT `Call sign`, `Frequency MHz`, `City of license`, `ERP W`, `Height m ( ft )`, `FCC info`, `Notes`
    FROM `table_1_13998897_1`
    WHERE `Notes` LIKE '%via%' OR `Notes` LIKE '%though%'
    ORDER BY `Frequency MHz` DESC;",1.3241029977798462
"
What are the opponents for each match where both Pam Shriver and her partner had non-null scores?
","SELECT T1.`Opponents`, T2.`Opponents`, COUNT(*)
FROM `table_1_1399994_2` AS T1
JOIN `table_1_1399994_2` AS T2
ON T1.`Opponents` = T2.`Opponents`
WHERE T1.`Score` IS NOT NULL AND T2.`Score` IS NOT NULL;",0.025856424123048782
"
    What are the teams with the highest average difference between their highest attendance and lowest attendance across all stadiums?
    ","SELECT `Team`, `Stadium`, `Capacity`, AVG(`Highest` - `Lowest`) AS AverageDifference 
    FROM table_1_14003108_1 
    GROUP BY `Team` 
    ORDER BY AverageDifference DESC;",0.07154805958271027
"
    Which delegates represent which districts, including their party affiliation and the year they were first elected?
    ","SELECT `Delegate`, `Party`, `First Elected`, 
           CASE 
               WHEN `Counties Represented` LIKE '%Howard%' THEN 'Howard'
               ELSE 'Baltimore County / Howard'
           END AS `District`
    FROM `table_1_14009909_1`",0.06491698324680328
"
What are the race titles, circuits, cities/states, dates, winners, teams, and reports for each race?
","SELECT `Rd.`, `Race Title`, `Circuit`, `City / State`, `Date`, `Winner`, `Team`, `Report`
FROM `table_1_14016079_1`",0.35341885685920715
"
    Which defensive players have won the highest number of Team Defense Rank 1 awards?
    ","SELECT `Player Name`, COUNT(*) AS Total_Years FROM table_1_1402270_1 WHERE `Team Defense Rank` = 1 GROUP BY `Player Name` ORDER BY Total_Years DESC;",0.0
"
    What is the total area, average population, and capital city for each county?
    ","SELECT 
        `Code`, 
        `County`, 
        `Former Province`, 
        SUM(CAST(REPLACE(`Area (km 2 )`, ',', '') AS REAL)) AS TotalArea,
        AVG(`Population Census 2009`) AS AvgPopulation,
        MAX(`Capital`) AS CapitalCity
    FROM 
        `table_1_1404456_1`
    GROUP BY 
        `Code`
    ORDER BY 
        `TotalArea` DESC;",0.12413081526756287
"
     Which stations have the same network and what are their corresponding digital channels?
     ","SELECT `T1`.`Call sign`, `T1`.`Network`, `T2`.`Digital channel`
FROM `table_1_1404984_1` AS `T1`
JOIN `table_1_1404984_1` AS `T2` ON `T1`.`Call sign` = `T2`.`Call sign` AND `T1`.`Network` = `T2`.`Network`;",0.2614178955554962
